,Customer Name,Age,Name of Industry,Job title,Annual salary,Work experience,Gender,State,Category,Sub-Category,Product Name,Sales
783,Fred Wasserman,35-44,Retail real estate,Senior cad specialist,67000,21 - 30 years,Woman,Ohio,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",35.49
784,Lindsay Castell,65 or over,Retired,Retired,13000,21 - 30 years,Woman,Ohio,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,47.984
785,Harold Engle,25-34,Rideshare,Uber driver,48000,2 - 4 years,Woman,South Carolina,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69
786,Brendan Dodson,25-34,Saas,Financial Analyst,89000,5-7 years,Man,California,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456
787,Harold Dahlen,18-24,Sailing Instructor,Sailing Instructor,41600,2 - 4 years,Woman,California,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",348.92800000000005
788,Carl Jackson,25-34,Sales,CSR,39520,8 - 10 years,Woman,Virginia,Office Supplies,Binders,GBC VeloBinder Manual Binding System,143.96
789,Roy Skaria,25-34,Sales ,Director of Operations,76000,8 - 10 years,Woman,Virginia,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",15.42
790,Sung Chung,35-44,Sales Operations,Manager Sales Strategy and Operations,96000,11 - 20 years,Woman,Virginia,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.04
791,Ricardo Emerson,25-34,Sales Operations ,Sales Operations Coordinator,55000,11 - 20 years,Woman,Virginia,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94
792,Susan MacKendrick,35-44,School District Pre-K-12,Inventory and Asset Control Specialist,40200,11 - 20 years,Woman,North Carolina,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96
793,Lily Vance,35-44,Science,Senior Chemist,65364,11 - 20 years,Man,California,Office Supplies,Labels,Avery 499,9.96
794,Anna Skinner,18-24,Science (Laboratory),QA Engineer,59000,2 - 4 years,Woman,California,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",21.72
795,Anthony McGrath,35-44,"Science (Research, Biology)",Postdoctoral Fellow,55000,11 - 20 years,Man,Minnesota,Office Supplies,Binders,Avery Durable Binders,20.16
796,Virginia Parsons,25-34,Science academia,Scientist,65000,2 - 4 years,Woman,New York,Office Supplies,Paper,Xerox 1887,132.79
797,Irene Mackay,45-54,Science publishing,Scientific Editor,103000,11 - 20 years,Woman,New York,Office Supplies,Paper,Xerox 1967,12.96
798,Oliver Nash,35-44,Science research,Research scientist,82000,5-7 years,Man,New York,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,21.560000000000002
799,Keith Ferguson,45-54,"Science Research, government",Senior scientist,131000,21 - 30 years,Woman,California,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92
800,Lillian Stewart,35-44,Science/government ,Biologist ,110500,11 - 20 years,Woman,California,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",22.23
801,Edward Campbell,25-34,Science/Research,Research Program Manager,70000,8 - 10 years,Woman,California,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,215.968
802,Sam Poole,18-24,Science/Research (Academia),Graduate Research Assistant,38784,2 - 4 years,Man,New York,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,355.32
803,Michael Payne,35-44,Science/research non-academic,Scientific curator,76000,11 - 20 years,Man,Louisiana,Office Supplies,Paper,Xerox 218,12.96
804,Fiona Alsop,25-34,Sciences,Environmental scientist,35500,5-7 years,Woman,California,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28
805,Jack Wilson,25-34,Scientific,Toxicologist I,80000,2 - 4 years,Woman,Colorado,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,43.176
806,Connor Abraham,45-54,Scientific analysis,Analytical Investigator,70000,11 - 20 years,Woman,Colorado,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1983.968
807,Carl Bailey,45-54,Scientific R&D,Senior Administrator,55500,11 - 20 years,Woman,Nebraska,Furniture,Furnishings,Coloredge Poster Frame,28.4
808,Warren Smith,35-44,Scientific research,Associate Scientist,120000,8 - 10 years,Man,Nebraska,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,149.97
809,Theresa Mackenie,25-34,Scientific Research ,Postdoctoral associate,48000,1 year or less,Woman,Washington,Office Supplies,Art,Newell 32,11.52
810,Irene Nolan,35-44,Scientific research (industry) ,Senior scientist ,122000,11 - 20 years,Woman,Washington,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1298.55
811,Matt Pullman,35-44,Scientist,Director of research and development,125000,21 - 30 years,Woman,Washington,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213.92
812,Virginia Walker,35-44,Security,Instructional Designer,85000,11 - 20 years,Woman,Washington,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78
813,Colin Reid,25-34,Service,Bartender,70000,11 - 20 years,Man,California,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28
814,Jason Greene,45-54,Service and repair,Senior Service Technician,51000,21 - 30 years,Woman,California,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93
815,Zoe Thomson,55-64,Shared office space,Community manager ,48000,31 - 40 years,Woman,Wisconsin,Office Supplies,Paper,Xerox 205,51.84
816,Gordon Hughes,35-44,"Sign Language Interpreter, Community","Sign Language Interpreter, Community Only",124800,21 - 30 years,Woman,Pennsylvania,Office Supplies,Paper,Xerox 1968,5.344
817,Anthony Simpson,35-44,Small business/service company,Admin Asst,41000,5-7 years,Woman,Pennsylvania,Office Supplies,Paper,Xerox 1995,41.47200000000001
818,Paul Hudson,55-64,Social Research,Field Interviewer,35000,31 - 40 years,Woman,Pennsylvania,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,3.168000000000001
819,Thomas Mills,35-44,Social science ,Senior study director ,129000,11 - 20 years,Man,Pennsylvania,Furniture,Chairs,Global Leather Executive Chair,1228.465
820,Adrian Ince,35-44,"social science research - not quite academia, not quite nonprofit, not quite consulting",Research Associate,91000,11 - 20 years,Woman,Pennsylvania,Office Supplies,Binders,GBC Recycled Grain Textured Covers,31.086000000000006
821,Zoe Murray,25-34,Social sciences research,Economist,55000,2 - 4 years,Woman,Pennsylvania,Office Supplies,Paper,Xerox 1941,335.52
822,Evan Sharp,45-54,Social Work,Director,53000,21 - 30 years,Woman,New Jersey,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.96999999999997
823,Bella Clarkson,45-54,Software,Director,160000,21 - 30 years,Man,New Jersey,Office Supplies,Labels,Avery 508,9.82
824,Alison Newman,45-54,Software as a Service SaaS,"Director, Learning Content & Training",68000,11 - 20 years,Woman,California,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8
825,Alan Paige,45-54,Software Development,Sr. Technical Project Manager,145000,21 - 30 years,Woman,California,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97
826,Fiona Hunter,25-34,Software Products,Analytics Manager,115000,5-7 years,Woman,Minnesota,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.0
827,Felicity Butler,45-54,Software/programming,Systems architect,190000,21 - 30 years,Woman,Minnesota,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,37.24
828,Julia Payne,25-34,Sourcing & Procurement,Sourcing & Procurement Consultant,105000,5-7 years,Woman,Minnesota,Office Supplies,Envelopes,Security-Tint Envelopes,15.28
829,Gabrielle Rutherford,35-44,Special Collections Library,Image Request Coordinator,45000,8 - 10 years,Woman,Kentucky,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",301.96
830,Christian Butler,25-34,Sports,Director of Football,300000,8 - 10 years,Woman,Kentucky,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66
831,Jacob Mathis,35-44,Staffing & workforce solutions ,"Sr Specialist of Controlling, Compliance & Regulatory Affairs ",59900,11 - 20 years,Woman,Kentucky,Technology,Phones,Pyle PMP37LED,191.98
832,Hannah Ellison,25-34,Staffing agency,Benefits Specialist,62400,8 - 10 years,Woman,Kentucky,Technology,Phones,Clarity 53712,65.99
833,Andrew Metcalfe,35-44,Staffing Firm,Senior Engagement Manager,125000,11 - 20 years,Woman,Florida,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.216
834,Kylie Vance,35-44,Staffing Industrry,Assistant Manager,60000,11 - 20 years,Woman,Florida,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696
835,Thomas Paige,35-44,State and federal contractor,Communications and Proposal Manager,75000,11 - 20 years,Woman,Florida,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475
836,Sarah Dickens,45-54,State DOT,Survey tech,45000,21 - 30 years,Woman,Texas,Office Supplies,Binders,GBC ProClick Punch Binding System,51.18399999999998
837,Alison Underwood,55-64,State-level public transportation agency,"Senior Manager, Bus Scheduling",116000,31 - 40 years,Woman,Tennessee,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",9.664000000000001
838,Una Kerr,35-44,Stay-at-home parent,"""mum"" ;)",0,21 - 30 years,Woman,Texas,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072
839,Joshua Nolan,25-34,STEM medical research,Researcher 3,40000,8 - 10 years,Woman,New York,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.449999999999996
840,Lucas Gray,45-54,STEM research,Research Scientist,135000,11 - 20 years,Woman,New York,Office Supplies,Art,Newell 335,11.52
841,Elizabeth Avery,25-34,Storage Facility ,Owner,120000,5-7 years,Woman,New York,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.048
842,Carolyn Cornish,25-34,Strategy,Strategic Programs Manager,150000,5-7 years,Man,California,Office Supplies,Binders,Fellowes Binding Cases,37.44
843,Zoe Morrison,35-44,strategy consulting,senior manager,195000,8 - 10 years,Woman,California,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976
844,Austin Rampling,18-24,student,College Senior,0,5-7 years,Woman,California,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36
845,Jane Newman,25-34,Summer camp,Staff Director,52000,8 - 10 years,Woman,California,Office Supplies,Labels,Avery 486,14.62
846,Michael Sutherland,25-34,Supply chain,Material Planner,56000,5-7 years,Woman,Kentucky,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,83.72
847,David Abraham,25-34,Supply Chain Distribution ,HR Specialist ,61800,8 - 10 years,Woman,Kentucky,Furniture,Chairs,Global Deluxe Office Fabric Chairs,287.94
848,Andrea Dyer,35-44,Supply Chain Operations,Global Planner IV,93000,11 - 20 years,Woman,Ohio,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",48.896
849,Gordon Greene,45-54,Supply Chain!,Senior Supply Chain Specialist,144656,21 - 30 years,Woman,New Jersey,Technology,Accessories,Maxell DVD-RAM Discs,115.36
850,Cameron Ball,25-34,Survey methodology,Survey methodologist ,71000,5-7 years,Woman,California,Office Supplies,Art,DIXON Oriole Pencils,5.16
851,Rachel Bell,25-34,Survey Research/Public Policy Research,Assistant to the Director,76000,5-7 years,Woman,California,Office Supplies,Paper,Xerox 202,38.88
852,Dylan Chapman,25-34,Surveying,Survey Crew Chief,46280,11 - 20 years,Woman,Mississippi,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",185.88
853,Edward Edmunds,35-44,Synthetic Chemical Manufacturing,Information Senior Scientist,103000,11 - 20 years,Woman,New York,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46
854,Jake Walker,45-54,Tabletop Games Publishing,President,42000,21 - 30 years,Woman,New York,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94
855,Andrea Oliver,25-34,Tailoring Service,Senior Fitter,35360,8 - 10 years,Woman,New York,Office Supplies,Paper,Xerox 1884,39.96
856,Samantha Campbell,35-44,Tech,Sr. Program Manager,160000,11 - 20 years,Woman,New York,Office Supplies,Supplies,Acme Box Cutter Scissors,102.30000000000001
857,Victor Arnold,45-54,Technical writing,HR Manager,92000,21 - 30 years,Woman,New York,Office Supplies,Storage,Staple magnet,21.36
858,Victoria Marshall,45-54,Technical/Cybersecurity,Product Manager,190000,21 - 30 years,Woman,New Jersey,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61
859,Richard Hardacre,55-64,Technical/IT,Contracts Manager,97000,31 - 40 years,Woman,New Jersey,Office Supplies,Fasteners,OIC Binder Clips,7.16
860,Vanessa Quinn,25-34,Technology,Program Manager,58000,8 - 10 years,Woman,California,Office Supplies,Supplies,Staple remover,7.36
861,Ava Arnold,35-44,Technology ,HR Program Manager,98000,21 - 30 years,Woman,California,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,23.1
862,Lillian Abraham,25-34,technology/SaaS,Implementation Manager,87500,8 - 10 years,Woman,Florida,Technology,Accessories,Logitech MX Performance Wireless Mouse,191.472
863,Lillian McLean,25-34,Telecommunications ,Executive Assistant ,78894,2 - 4 years,Woman,Florida,Office Supplies,Art,Newell 337,5.248
864,Ava King,35-44,Telecommunications (GPS),Inside Channel Development Manager,84500,11 - 20 years,Woman,Florida,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",59.184000000000005
865,Elizabeth Murray,25-34,Textbook Copyeditor,Editorial Lead,56160,5-7 years,Woman,Virginia,Office Supplies,Labels,Avery 482,2.89
866,Anthony Gibson,35-44,Think tank,Editor,90280,11 - 20 years,Woman,Virginia,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94
867,Liam Hunter,35-44,Title/Real Estate ,Operations Assistant,62500,11 - 20 years,Woman,Pennsylvania,Office Supplies,Labels,Avery 483,15.936000000000002
868,Jake Taylor,25-34,Tourism,Groundskeeper,20800,2 - 4 years,Woman,Pennsylvania,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91000000000001
869,Melanie Walsh,35-44,Toxicology,Forensic Chemist,57000,11 - 20 years,Woman,Pennsylvania,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.4700000000003
870,Connor Stewart,35-44,Trade Association,Vice President,183000,11 - 20 years,Woman,Pennsylvania,Technology,Phones,Cisco SPA301,280.78200000000004
871,Amanda Carr,25-34,trade association/membership,member engagement associate,65100,8 - 10 years,Woman,New Hampshire,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44
872,Warren Hardacre,25-34,Trade Associations,Graphic Designer,67000,5-7 years,Woman,New York,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36
873,Jonathan Slater,35-44,Training,Instructional designer,67000,11 - 20 years,Woman,New York,Office Supplies,Binders,Poly Designer Cover & Back,106.344
874,Nicholas Ball,45-54,Training and Professional Services,Editor,68700,21 - 30 years,Woman,North Carolina,Office Supplies,Paper,Xerox 1910,192.16000000000003
875,Amelia Lewis,35-44,Translation,Operations (Other),75000,8 - 10 years,Woman,New Hampshire,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59000000000003
876,Nicola Kerr,25-34,Translation ,Senior Project Manager,60000,5-7 years,Woman,New Hampshire,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99
877,Jane Wright,25-34,Translation and Localization,Project Coordinator,43000,1 year or less,Man,New Hampshire,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.96999999999997
878,Stephen Davidson,25-34,Translation/transcription,Transcription Coordinator,38000,11 - 20 years,Woman,Pennsylvania,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5.892000000000001
879,Robert Reid,35-44,Transport or Logistics,Executive Administrator ,80000,21 - 30 years,Woman,New York,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',68.47200000000001
880,Kylie Dyer,35-44,Travel ,Director,145000,11 - 20 years,Woman,New York,Furniture,Chairs,SAFCO Arco Folding Chair,1242.8999999999999
881,Frank Hamilton,25-34,Union/political organizing ,Field Director ,103586,5-7 years,Woman,Virginia,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",30.84
882,Andrew Hamilton,35-44,Unions,Business Representative,80000,8 - 10 years,Man,California,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",13.48
883,Tracey Mackenzie,25-34,University libraries,Operations manager,54000,5-7 years,Woman,Michigan,Furniture,Furnishings,Eldon 200 Class Desk Accessories,31.400000000000002
884,Leonard Gray,25-34,University research,Research Assistant,43000,5-7 years,Woman,New York,Furniture,Furnishings,Dax Clear Box Frame,17.46
885,Colin Piper,25-34,University tech transfer (higher ed/marketing/writing),Science Writer/Technology Marketing Associate,36000,2 - 4 years,Woman,California,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,13.943999999999999
886,Sean Avery,25-34,Urban Planning,Senior Planner,104000,11 - 20 years,Woman,California,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,83.76
887,Stewart Forsyth,35-44,User Experience (UX) Research,Senior UX Researcher,134000,11 - 20 years,Woman,Maryland,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",37.66
888,Nicholas Henderson,45-54,Utilities & Telecommunications,Land Analyst,60320,21 - 30 years,Man,California,Office Supplies,Paper,Xerox 1987,34.68
889,Karen Wallace,18-24,UX Research ,User Experience Researcher,82000,2 - 4 years,Woman,New York,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,149.95
890,Stewart Nash,35-44,Veterinarian,Housecall Veterinarian,78000,11 - 20 years,Woman,New York,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312
891,Emma Miller,25-34,Veterinary,Medical Receptionist,25000,11 - 20 years,Woman,Michigan,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54
892,Gabrielle Sutherland,35-44,Veterinary ,Customer Service Representative,35000,11 - 20 years,Woman,Michigan,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92
893,Lauren Robertson,25-34,veterinary biotech,senior systems engineer,89000,5-7 years,Woman,Michigan,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92
894,Piers Hodges,35-44,Veterinary Care,Care Coordinator/Assistant,37400,11 - 20 years,Man,California,Office Supplies,Storage,File Shuttle I and Handi-File,155.82000000000002
895,Joshua Jackson,35-44,Veterinary Diagnostics,Veterinary Diagnostic Microbiologist,44000,8 - 10 years,Woman,California,Office Supplies,Binders,Binding Machine Supplies,70.00800000000001
896,Lauren Clarkson,25-34,Veterinary m&a,Operations Coordinator,49000,8 - 10 years,Woman,Texas,Office Supplies,Envelopes,Staple envelope,15.648
897,Ella Lee,25-34,Veterinary medicine,Veterinarian,108000,5-7 years,Man,Michigan,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.60000000000001
898,Brandon Davidson,45-54,Veterinary services,Veterinary Technician,45000,21 - 30 years,Woman,New York,Office Supplies,Paper,Things To Do Today Pad,46.96
899,Felicity MacLeod,35-44,Video Game Industry,Social Media Director,90000,11 - 20 years,Woman,Ohio,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904000000000002
900,Dominic Clean,25-34,Video Games,Localization,70000,5-7 years,Woman,Texas,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.440000000000001
901,Elizabeth James,35-44,Virtual Assisting ,Consultant,41600,11 - 20 years,Woman,Texas,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.336
902,Ava Mackenzie,25-34,Virtual reality,Analyst,55000,1 year or less,Woman,Illinois,Technology,Phones,Avaya 5420 Digital phone,323.97600000000006
903,James Jones,25-34,Warehouse,Assistant Shift Manager,37440,11 - 20 years,Man,California,Office Supplies,Paper,Xerox 1923,20.04
904,Simon Underwood,55-64,Warehouse ,Process Assistant at Amazon,40000,21 - 30 years,Woman,California,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96
905,Victoria Allan,35-44,Warehouse- Food and Beverage ,Quality Supervisor,47500,8 - 10 years,Man,California,Office Supplies,Paper,Xerox 1931,12.96
906,Carl Hill,35-44,Warehousing,Team Leader,46000,21 - 30 years,Woman,New York,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",323.136
907,Isaac Hemmings,25-34,Waste and recycling,Warehouse Lead,37000,11 - 20 years,Woman,New York,Technology,Phones,Gear Head AU3700S Headset,90.93
908,Alan Hamilton,65 or over,Waste Management ,Waste Management Representative,140000,41 years or more,Woman,New York,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,52.775999999999996
909,Wendy Underwood,25-34,Wealth advisor Research,Executive Assistant,50000,8 - 10 years,Man,Michigan,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8
910,Oliver Piper,35-44,Wherever I'm assigned via the union, clerical,72800,21 - 30 years,Man,Michigan,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,1928.7800000000002
911,Maria MacLeod,25-34,Wholesale,Quality Assurance ,69000,8 - 10 years,Woman,Michigan,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38
912,Megan Brown,45-54,Wholesale - Apparel,Purchasing Manager - Apparel,90000,21 - 30 years,Woman,Connecticut,Furniture,Furnishings,3M Hangers With Command Adhesive,22.200000000000003
913,Chloe Kerr,55-64,wholesale distribution,Product and inventory manager,62000,31 - 40 years,Woman,Wisconsin,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94
914,Justin Cameron,65 or over,Wholesale Industrial & Welding Supplies & Equipment,HR Manager,50000,31 - 40 years,Woman,Wisconsin,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73000000000002
915,Sonia Robertson,55-64,Wholesale supplier ,Buyer 3,76147,31 - 40 years,Woman,Texas,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",99.918
916,Dominic Black,35-44,Wholesale textile manufacture and sales,Receptionist,38000,11 - 20 years,Woman,Texas,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944
917,Jason Coleman,25-34,Wholesale Trade,Sales Support,50000,8 - 10 years,Woman,Texas,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.567999999999998
918,Bernadette Mills,25-34,Wholesale/Distrbution,Business Development Manager,37500,8 - 10 years,Man,Texas,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352
919,Mary Hamilton,35-44,Wine,Marketing Specialist,72000,11 - 20 years,Man,Texas,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.991999999999999
920,Kevin Young,35-44,Wine Wholesale,Director of Operations,85000,11 - 20 years,Woman,Virginia,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56
921,Theresa Young,35-44,Winery regulatory compliance ,Compliance Speciaist,61500,11 - 20 years,Woman,New York,Technology,Accessories,Maxell 4.7GB DVD-R,85.14
922,Harry Newman,25-34,Workforce development ,Operations Supervisor ,52000,2 - 4 years,Woman,New York,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99
923,Gabrielle Rampling,35-44,Work-Study,Student Worker,16000,11 - 20 years,Woman,New York,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.59999999999997
924,Ava Gray,35-44,Writing and journalism ,Tier 2 writer/ business writer pod manager,56000,21 - 30 years,Woman,New York,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.5680000000001
925,Harry Churchill,55-64,Zoo,Zoo curator,80000,31 - 40 years,Woman,Pennsylvania,Office Supplies,Paper,Xerox 1985,15.552000000000003
926,Hannah Parr,35-44,Zoos and Aquariums,Zoo Educator,37419,11 - 20 years,Woman,Pennsylvania,Technology,Accessories,Hypercom P1300 Pinpad,252.00000000000003
927,Deirdre James,45-54,Data Engineer,Proposal Manager,87938,21 - 30 years,Woman,Virginia,Office Supplies,Art,Newell 324,46.2
